Length,Method,Time
1421,CFact (OOD),0.7655282249450680
1421,ISAC (OOD),0.06877856636047360
1421,ARGOSMART (OOD),0.7650586490631100
1421,MetaOD (OOD),0.334523530960083
1421,Synthetic,16.647262073516800
1421,CQ,130.50966838264500
1421,UEC,132.5336451854710
1421,MC,133.52145122337300
1421,TSADAMS,724.9022359867100
1421,OE,124.84427443122900
1421,HITS,124.84807482338000
1421,AutoOD-A,125.41277614212000
1421,AutoOD-C,125.55044355964700
1421,UADB,134.54007449722300
1421,IOE,124.91577210998500
1421,SELECT,153.69341388320900
1421,GB,0.121
1421,MSAD (ID),0.0379691123962402
1421,SATzilla (ID),0.0265865325927734
1421,UReg (ID),3.5397690143585200
1421,CFact (ID),3.0371266212463400
1421,ISAC (ID),3.685739040374760
1421,ARGOSMART (ID),1.2228423099517800
1421,MetaOD (ID),3.9292643070220900
1421,MSAD (OOD),2.9509957637786900
1421,SATzilla (OOD),2.9460476245880100
1421,UReg (OOD),0.2728178329467770
1421,CFact (OOD),0.1972109622955320
1421,ISAC (OOD),0.0986233558654785
1421,ARGOSMART (OOD),1.2311180572509800
1421,MetaOD (OOD),3.8722479343414300
1421,Synthetic,15.081771165847800
1421,CQ,130.0874261493680
1421,UEC,128.5154137477880
1421,MC,126.91784022903400
1421,TSADAMS,735.163419330597
1421,OE,126.67434500312800
1421,HITS,126.67770527458200
1421,AutoOD-A,127.39140938377400
1421,AutoOD-C,127.3795893058780
1421,UADB,133.38107727623000
1421,IOE,126.72226046180700
1421,SELECT,128.93294452285800
1421,GB,0.032
1421,MSAD (ID),0.0711391773223876
1421,SATzilla (ID),5.674167631149290
1421,UReg (ID),0.0697710514068603
1421,CFact (ID),0.7044172744750980
1421,ISAC (ID),62.52824639511110
1421,ARGOSMART (ID),7.633343881607060
1421,MetaOD (ID),3.929131435394290
1421,MSAD (OOD),0.0758276786804199
1421,SATzilla (OOD),0.0692473258972168
1421,UReg (OOD),0.1008404102325440
1421,CFact (OOD),0.3218001651763920
1421,ISAC (OOD),0.2188896694183350
1421,ARGOSMART (OOD),0.3151156234741210
1421,MetaOD (OOD),0.7482321472167970
1421,Synthetic,9.056221895217900
1421,CQ,132.57843282508800
1421,UEC,134.28264281654400
1421,MC,126.56830960273700
1421,TSADAMS,726.3552109527590
1421,OE,126.16413805580100
1421,HITS,126.16790077781700
1421,AutoOD-A,126.73704860305800
1421,AutoOD-C,126.90064928627000
1421,UADB,133.86771533584600
1421,IOE,126.22452590560900
1421,SELECT,131.44623158073400
1421,GB,0.055
5000,MSAD (ID),0.0709381294250488
5000,SATzilla (ID),0.45831896591186500
5000,UReg (ID),1.2365872859954800
5000,CFact (ID),1.2677650451660200
5000,ISAC (ID),0.2894220390319820
5000,ARGOSMART (ID),0.782093780517578
5000,MetaOD (ID),10.718532665252700
5000,MSAD (OOD),0.39618354606628400
5000,SATzilla (OOD),0.3811655597686770
5000,UReg (OOD),1.2060637474060100
5000,CFact (OOD),1.4954686317443800
5000,ISAC (OOD),1.004670253753660
5000,ARGOSMART (OOD),0.3438799839019780
5000,MetaOD (OOD),10.555152996063200
5000,Synthetic,18.820030450820900
5000,CQ,338.77068144416800
5000,UEC,351.63789267349200
5000,MC,327.71383849906900
5000,TSADAMS,927.982537109375
5000,OE,326.8213518447880
5000,HITS,326.834391910553
5000,AutoOD-A,333.41860492897000
5000,AutoOD-C,328.78579910469100
5000,UADB,337.01479967308000
5000,IOE,326.88590248298600
5000,SELECT,336.9410856552120
5000,GB,1.125
1421,MSAD (ID),0.1160072593688960
1421,SATzilla (ID),0.4783879299163820
1421,UReg (ID),0.2786838836669920
1421,CFact (ID),0.1631232109069820
1421,ISAC (ID),2.982697078704830
1421,ARGOSMART (ID),6.939714456558230
1421,MetaOD (ID),3.934103229522710
1421,MSAD (OOD),0.1184427051544190
1421,SATzilla (OOD),0.1124624519348140
1421,UReg (OOD),0.2582382469177250
1421,CFact (OOD),0.200489839553833
1421,ISAC (OOD),2.986520359039310
1421,ARGOSMART (OOD),0.56551615524292
1421,MetaOD (OOD),0.36516948127746600
1421,Synthetic,7.6636948413848900
1421,CQ,132.79453939819300
1421,UEC,134.675503200531
1421,MC,127.57320669937100
1421,TSADAMS,727.1660522594450
1421,OE,127.11939817047100
1421,HITS,127.12310629463200
1421,AutoOD-A,127.65031819915800
1421,AutoOD-C,127.8043904838560
1421,UADB,139.38516145324700
1421,IOE,127.16779571151700
1421,SELECT,130.8629785118100
1421,GB,0.034
1421,MSAD (ID),0.0729360446929931
1421,SATzilla (ID),5.677315450668340
1421,UReg (ID),0.22690196418762200
1421,CFact (ID),0.3135293827056880
1421,ISAC (ID),62.75330409240720
1421,ARGOSMART (ID),7.633907648086550
1421,MetaOD (ID),3.939837507247930
1421,MSAD (OOD),0.0766880378723144
1421,SATzilla (OOD),0.0715429649353027
1421,UReg (OOD),0.10190509414672800
1421,CFact (OOD),0.2132712097167970
1421,ISAC (OOD),0.1239237632751460
1421,ARGOSMART (OOD),0.9401889533996580
1421,MetaOD (OOD),0.7596646022796630
1421,Synthetic,13.420559474945100
1421,CQ,135.0923140926360
1421,UEC,129.7598836402890
1421,MC,136.31664611434900
1421,TSADAMS,735.1190675182340
1421,OE,127.68432545280500
1421,HITS,127.68775367355300
1421,AutoOD-A,128.3809447250370
1421,AutoOD-C,128.44961189842200
1421,UADB,139.78238820648200
1421,IOE,127.74396228408800
1421,SELECT,132.46399402236900
1421,GB,0.047
1421,MSAD (ID),3.0818058681488000
1421,SATzilla (ID),3.071381731033330
1421,UReg (ID),0.21588859176635700
1421,CFact (ID),0.1286436576843260
1421,ISAC (ID),0.0619244575500488
1421,ARGOSMART (ID),0.3710980415344240
1421,MetaOD (ID),4.1087319393158000
1421,MSAD (OOD),3.0854274463653600
1421,SATzilla (OOD),3.0797187519073500
1421,UReg (OOD),0.09045710563659660
1421,CFact (OOD),0.1666926403045650
1421,ISAC (OOD),0.5899363994598390
1421,ARGOSMART (OOD),0.9661714076995850
1421,MetaOD (OOD),4.115105583190920
1421,Synthetic,6.435945602416990
1421,CQ,125.45608871460000
1421,UEC,148.969121219635
1421,MC,125.8408480243680
1421,TSADAMS,733.8969955883030
1421,OE,125.44366662979100
1421,HITS,125.4468423652650
1421,AutoOD-A,125.97547858238200
1421,AutoOD-C,126.16273849487300
1421,UADB,144.0701927471160
1421,IOE,125.5017170238500
1421,SELECT,127.48767130851700
1421,GB,0.058
5000,MSAD (ID),0.0510004291534423
5000,SATzilla (ID),17.639055099487300
5000,UReg (ID),0.506968017578125
5000,CFact (ID),0.5647337398529050
5000,ISAC (ID),0.5548681926727290
5000,ARGOSMART (ID),12.184067016601600
5000,MetaOD (ID),10.475036308288600
5000,MSAD (OOD),0.0647402534484863
5000,SATzilla (OOD),0.4704167804718020
5000,UReg (OOD),0.5009484252929690
5000,CFact (OOD),4.239139852523800
5000,ISAC (OOD),0.1622448425292970
5000,ARGOSMART (OOD),0.4273641567230220
5000,MetaOD (OOD),10.48661820602420
5000,Synthetic,24.71808764457700
5000,CQ,336.9277975540160
5000,UEC,373.0718075351720
5000,MC,337.6715122184750
5000,TSADAMS,936.9317497062680
5000,OE,336.7727802829740
5000,HITS,336.7857621746060
5000,AutoOD-A,341.070718629837
5000,AutoOD-C,338.88410721588100
5000,UADB,361.06884394455000
5000,IOE,336.837909324646
5000,SELECT,340.143178565979
5000,GB,0.421
1421,MSAD (ID),0.0836124382019043
1421,SATzilla (ID),0.2033426303863530
1421,UReg (ID),0.1525335273742680
1421,CFact (ID),0.19670962905883800
1421,ISAC (ID),0.4275475902557370
1421,ARGOSMART (ID),0.3920416584014890
1421,MetaOD (ID),4.19402834701538
1421,MSAD (OOD),0.08820390319824210
1421,SATzilla (OOD),0.0796525440216064
1421,UReg (OOD),0.1121325454711910
1421,CFact (OOD),0.44252202606201200
1421,ISAC (OOD),0.432742015838623
1421,ARGOSMART (OOD),0.5384990921020510
1421,MetaOD (OOD),0.33451175498962400
1421,Synthetic,5.885957433700560
1421,CQ,125.39403006362900
1421,UEC,148.6383372955320
1421,MC,125.63139411735500
1421,TSADAMS,725.4189524345400
1421,OE,125.20425559616100
1421,HITS,125.20858551597600
1421,AutoOD-A,126.16961647605900
1421,AutoOD-C,126.10659576988200
1421,UADB,136.3381905708310
1421,IOE,125.25368787384000
1421,SELECT,127.47926165199300
1421,GB,0.046
1421,MSAD (ID),2.962709547042850
1421,SATzilla (ID),5.683397943496700
1421,UReg (ID),3.005474210739140
1421,CFact (ID),0.2462970180511470
1421,ISAC (ID),0.0992024536132812
1421,ARGOSMART (ID),5.8957213706970200
1421,MetaOD (ID),4.173766250610350
1421,MSAD (OOD),2.9674814949035600
1421,SATzilla (OOD),2.9606615314483600
1421,UReg (OOD),2.9915226707458500
1421,CFact (OOD),3.1120833168029800
1421,ISAC (OOD),0.1003242130279540
1421,ARGOSMART (OOD),7.7299938373565700
1421,MetaOD (OOD),4.181304807662960
1421,Synthetic,16.937901983261100
1421,CQ,136.64109062194800
1421,UEC,151.6632535686490
1421,MC,128.8707276954650
1421,TSADAMS,728.2501240959170
1421,OE,128.20718168640100
1421,HITS,128.21056913757300
1421,AutoOD-A,128.98167013549800
1421,AutoOD-C,129.033896440506
1421,UADB,136.84163545990000
1421,IOE,128.27448629760700
1421,SELECT,130.75679397010800
1421,GB,0.171
1421,MSAD (ID),2.9577659797668500
1421,SATzilla (ID),0.20040914916992200
1421,UReg (ID),3.012940092086790
1421,CFact (ID),0.4043916702270510
1421,ISAC (ID),2.9829117488861100
1421,ARGOSMART (ID),0.932330280303955
1421,MetaOD (ID),3.926200794219970
1421,MSAD (OOD),2.9621483516693100
1421,SATzilla (OOD),2.9553825092315700
1421,UReg (OOD),2.985852642059330
1421,CFact (OOD),0.3376319160461430
1421,ISAC (OOD),0.0960181770324707
1421,ARGOSMART (OOD),1.014183193206790
1421,MetaOD (OOD),0.3681322860717770
1421,Synthetic,17.045650093078600
1421,CQ,127.41198214149500
1421,UEC,129.24387725448600
1421,MC,127.47128891181900
1421,TSADAMS,727.4397428855900
1421,OE,127.2252610797880
1421,HITS,127.2290669555660
1421,AutoOD-A,127.74371014785800
1421,AutoOD-C,128.01395546150200
1421,UADB,135.29388462257400
1421,IOE,127.24931012344400
1421,SELECT,131.30069576454200
1421,GB,0.056
5000,MSAD (ID),0.113027940750122
5000,SATzilla (ID),1.2253589477539100
5000,UReg (ID),1.2770538177490200
5000,CFact (ID),1.3281543102264400
5000,ISAC (ID),0.2100709419250490
5000,ARGOSMART (ID),12.179302522659300
5000,MetaOD (ID),10.487356929779100
5000,MSAD (OOD),0.1386152610778810
5000,SATzilla (OOD),0.11011017417907700
5000,UReg (OOD),1.266695722579960
5000,CFact (OOD),0.7834234981536870
5000,ISAC (OOD),0.21169028091430700
5000,ARGOSMART (OOD),0.4259331684112550
5000,MetaOD (OOD),10.490912466049200
5000,Synthetic,31.535500381469700
5000,CQ,336.9338173427580
5000,UEC,373.2113984279630
5000,MC,337.80255000305200
5000,TSADAMS,936.9485756607060
5000,OE,336.89738546180700
5000,HITS,336.9124315814970
5000,AutoOD-A,340.5570093231200
5000,AutoOD-C,339.9219904975890
5000,UADB,347.0993963317870
5000,IOE,336.96101699638400
5000,SELECT,340.9228461818700
5000,GB,1.184
5000,MSAD (ID),0.0690527687072753
5000,SATzilla (ID),17.574141437530500
5000,UReg (ID),0.5344779758453370
5000,CFact (ID),0.6096320419311520
5000,ISAC (ID),0.5072770805358890
5000,ARGOSMART (ID),0.3947158584594730
5000,MetaOD (ID),10.617858442306500
5000,MSAD (OOD),0.06524689292907710
5000,SATzilla (OOD),0.429709020614624
5000,UReg (OOD),0.5087139873504640
5000,CFact (OOD),3.981446186065670
5000,ISAC (OOD),0.1620436172485350
5000,ARGOSMART (OOD),0.6962517757415770
5000,MetaOD (OOD),10.841309341430700
5000,Synthetic,52.47363647651670
5000,CQ,348.38163211250300
5000,UEC,358.67027699661300
5000,MC,340.67652294921900
5000,TSADAMS,940.2112512454990
5000,OE,339.7536799087520
5000,HITS,339.7677890434270
5000,AutoOD-A,347.75151912117
5000,AutoOD-C,341.97069183731100
5000,UADB,349.6788221969600
5000,IOE,339.820152677536
5000,SELECT,343.69004885101300
5000,GB,0.428
1421,MSAD (ID),0.5507036800384520
1421,SATzilla (ID),5.674745246887210
1421,UReg (ID),3.1307307834625200
1421,CFact (ID),3.3227353973388700
1421,ISAC (ID),0.185589406967163
1421,ARGOSMART (ID),3.2544867153167700
1421,MetaOD (ID),3.130955904006960
1421,MSAD (OOD),3.0545972938537600
1421,SATzilla (OOD),3.0468267555236800
1421,UReg (OOD),3.0890835876464800
1421,CFact (OOD),3.185560380935670
1421,ISAC (OOD),0.1874667148590090
1421,ARGOSMART (OOD),3.36561385345459
1421,MetaOD (OOD),3.177502601623540
1421,Synthetic,31.97353666305540
1421,CQ,128.95581350708000
1421,UEC,128.37588326835600
1421,MC,134.44750837135300
1421,TSADAMS,728.4765614280700
1421,OE,125.750338804245
1421,HITS,125.75406862449600
1421,AutoOD-A,126.65571023178100
1421,AutoOD-C,126.59391618919400
1421,UADB,132.6545388813020
1421,IOE,125.81930662345900
1421,SELECT,130.71674944114700
1421,GB,0.175
100000,MSAD (ID),66.0677732219696
100000,SATzilla (ID),66.08869421386720
100000,UReg (ID),68.81394522094730
100000,CFact (ID),18.29549185562130
100000,ISAC (ID),67.87252509498600
100000,ARGOSMART (ID),66.32682144546510
100000,MetaOD (ID),183.73844689941400
100000,MSAD (OOD),66.36939346694950
100000,SATzilla (OOD),11.800080854415900
100000,UReg (OOD),11.831293661117600
100000,CFact (OOD),170.678581407547
100000,ISAC (OOD),14.093721822738600
100000,ARGOSMART (OOD),12.48039038848880
100000,MetaOD (OOD),184.04775852775600
100000,Synthetic,434.6353604316710
100000,CQ,8563.741190126420
100000,UEC,8517.829464315420
100000,MC,8359.709780145650
100000,TSADAMS,8936.026722360610
100000,OE,8335.712556785580
100000,HITS,8336.243519252780
100000,AutoOD-A,10057.827737278000
100000,AutoOD-C,9037.004699653630
100000,UADB,8386.438280052190
100000,IOE,8337.681128686910
100000,SELECT,8701.734102434160
100000,GB,11.307
100000,MSAD (ID),65.94729657173160
100000,SATzilla (ID),65.93670721054080
100000,UReg (ID),68.97466111183170
100000,CFact (ID),15.769637922287000
100000,ISAC (ID),67.80287189483640
100000,ARGOSMART (ID),66.34525103569030
100000,MetaOD (ID),183.98089376831100
100000,MSAD (OOD),66.23373956680300
100000,SATzilla (OOD),12.021767553329500
100000,UReg (OOD),12.040323194503800
100000,CFact (OOD),157.50536615753200
100000,ISAC (OOD),13.944195333480800
100000,ARGOSMART (OOD),12.882314380645800
100000,MetaOD (OOD),183.75941721344000
100000,Synthetic,377.71419647979700
100000,CQ,8541.620876190190
100000,UEC,8494.490307870870
100000,MC,8337.550529180530
100000,TSADAMS,8914.818139354710
100000,OE,8313.611539848330
100000,HITS,8316.52908373642
100000,AutoOD-A,9798.550401456830
100000,AutoOD-C,9075.201692827220
100000,UADB,8409.258926876070
100000,IOE,8315.272936828610
100000,SELECT,8588.885288484570
100000,GB,11.509
1421,MSAD (ID),2.9665517463684100
1421,SATzilla (ID),0.06057763862609860
1421,UReg (ID),0.2563033714294430
1421,CFact (ID),3.0811130657196000
1421,ISAC (ID),0.0945584850311279
1421,ARGOSMART (ID),0.29216337966918900
1421,MetaOD (ID),4.056078363418580
1421,MSAD (OOD),2.949621166229250
1421,SATzilla (OOD),1.0032800941467300
1421,UReg (OOD),2.9922029628753700
1421,CFact (OOD),0.2057132797241210
1421,ISAC (OOD),0.07446537780761710
1421,ARGOSMART (OOD),0.3546746807098390
1421,MetaOD (OOD),4.051417757034300
1421,Synthetic,37.327282779693600
1421,CQ,128.26598962593100
1421,UEC,151.82339555740400
1421,MC,128.48960431861900
1421,TSADAMS,731.9845519123080
1421,OE,128.218512134552
1421,HITS,128.22237427711500
1421,AutoOD-A,128.8324743080140
1421,AutoOD-C,129.1870325374600
1421,UADB,140.26838691711400
1421,IOE,128.2549789714810
1421,SELECT,189.9469204711910
1421,GB,0.033
1421,MSAD (ID),0.0600655059814453
1421,SATzilla (ID),0.19251071548461900
1421,UReg (ID),0.1572839546203610
1421,CFact (ID),0.1823531913757320
1421,ISAC (ID),62.52040072441100
1421,ARGOSMART (ID),62.829221925735500
1421,MetaOD (ID),4.177857036590580
1421,MSAD (OOD),0.0567634086608886
1421,SATzilla (OOD),0.0576505641937255
1421,UReg (OOD),0.1198128986358640
1421,CFact (OOD),0.48259894180297800
1421,ISAC (OOD),0.21907308578491200
1421,ARGOSMART (OOD),0.5771519470214840
1421,MetaOD (OOD),0.3202006797790530
1421,Synthetic,16.1183864402771
1421,CQ,125.55675652504000
1421,UEC,134.9797490615850
1421,MC,134.04364904785200
1421,TSADAMS,725.580776720047
1421,OE,125.38830780983000
1421,HITS,125.39189577102700
1421,AutoOD-A,126.13432526588400
1421,AutoOD-C,126.32869529724100
1421,UADB,136.72392559051500
1421,IOE,125.45688509941100
1421,SELECT,177.9688177108770
1421,GB,0.055
1421,MSAD (ID),0.5239803905487060
1421,SATzilla (ID),0.5132610912323000
1421,UReg (ID),3.0739668579101600
1421,CFact (ID),3.360827810287480
1421,ISAC (ID),0.0956963634490966
1421,ARGOSMART (ID),0.415218069076538
1421,MetaOD (ID),4.174958654403690
1421,MSAD (OOD),3.0047272415161100
1421,SATzilla (OOD),3.007541772842410
1421,UReg (OOD),0.07023871421813960
1421,CFact (OOD),0.3252136573791500
1421,ISAC (OOD),0.0990530586242675
1421,ARGOSMART (OOD),3.3130792350769000
1421,MetaOD (OOD),4.184682317733760
1421,Synthetic,23.018055267334000
1421,CQ,129.83610278129600
1421,UEC,134.3077976207730
1421,MC,127.0087498474120
1421,TSADAMS,729.8610895252230
1421,OE,126.59141819763200
1421,HITS,126.59478681373600
1421,AutoOD-A,127.4180056362150
1421,AutoOD-C,127.54258268165600
1421,UADB,138.08665578651400
1421,IOE,126.64819734382600
1421,SELECT,127.82126848983800
1421,GB,0.161
1421,MSAD (ID),0.0565347862243652
1421,SATzilla (ID),5.679638269424440
1421,UReg (ID),0.14965214538574200
1421,CFact (ID),0.264382827758789
1421,ISAC (ID),0.0608212947845459
1421,ARGOSMART (ID),0.2357778549194340
1421,MetaOD (ID),4.114586078643800
1421,MSAD (OOD),0.053029556274414
1421,SATzilla (OOD),0.055358190536499
1421,UReg (OOD),0.1125756721496580
1421,CFact (OOD),0.2127224426269530
1421,ISAC (OOD),0.112960241317749
1421,ARGOSMART (OOD),0.5289788608551030
1421,MetaOD (OOD),4.232167446136470
1421,Synthetic,33.129912603378300
1421,CQ,127.50386388588000
1421,UEC,135.32028005409200
1421,MC,127.86702550125100
1421,TSADAMS,727.5547807731630
1421,OE,127.48818693161000
1421,HITS,127.49162707328800
1421,AutoOD-A,128.0975883960720
1421,AutoOD-C,128.5950933456420
1421,UADB,138.32350835800200
1421,IOE,127.54873738288900
1421,SELECT,131.22342429161100
1421,GB,0.048
5000,MSAD (ID),0.0514956245422363
5000,SATzilla (ID),17.5675096282959
5000,UReg (ID),0.5374339218139650
5000,CFact (ID),0.5544970626831050
5000,ISAC (ID),0.5041500034332280
5000,ARGOSMART (ID),12.286533611297600
5000,MetaOD (ID),10.591048488616900
5000,MSAD (OOD),0.5720602111816410
5000,SATzilla (OOD),0.4608698482513430
5000,UReg (OOD),0.49173074913024900
5000,CFact (OOD),1.0803530292511000
5000,ISAC (OOD),0.16244463729858400
5000,ARGOSMART (OOD),0.5871558647155760
5000,MetaOD (OOD),10.591533670425400
5000,Synthetic,41.427279018402100
5000,CQ,328.9619999713900
5000,UEC,344.60112566185
5000,MC,322.54879184150700
5000,TSADAMS,921.8144910945890
5000,OE,321.655288187027
5000,HITS,321.66862842178300
5000,AutoOD-A,331.9568257007600
5000,AutoOD-C,324.1571645412450
5000,UADB,333.6716179523470
5000,IOE,321.7217023048400
5000,SELECT,348.5789436969760
5000,GB,0.412
1421,MSAD (ID),2.9602513999939000
1421,SATzilla (ID),0.1679930362701420
1421,UReg (ID),0.3104126281738280
1421,CFact (ID),0.1637950744628910
1421,ISAC (ID),2.984699317932130
1421,ARGOSMART (ID),62.73083326148990
1421,MetaOD (ID),3.9391165504455600
1421,MSAD (OOD),0.12318219757080100
1421,SATzilla (OOD),2.9563468189239500
1421,UReg (OOD),2.9882219524383500
1421,CFact (OOD),0.1750685539245610
1421,ISAC (OOD),2.9868624897003200
1421,ARGOSMART (OOD),0.8871282768249510
1421,MetaOD (OOD),0.295221399307251
1421,Synthetic,60.032724601745600
1421,CQ,124.71727611160300
1421,UEC,126.73931020546000
1421,MC,133.1336443634030
1421,TSADAMS,724.7417628917690
1421,OE,124.49768474960300
1421,HITS,124.50088027381900
1421,AutoOD-A,125.05448988342300
1421,AutoOD-C,125.41204098129300
1421,UADB,133.23417595291100
1421,IOE,124.55712250137300
1421,SELECT,126.53051594162000
1421,GB,0.034
5000,MSAD (ID),0.47504517936706500
5000,SATzilla (ID),1.3052426719665500
5000,UReg (ID),1.3902949237823500
5000,CFact (ID),1.4112750434875500
5000,ISAC (ID),0.5101947536468510
5000,ARGOSMART (ID),12.337628076553300
5000,MetaOD (ID),10.573546161651600
5000,MSAD (OOD),0.4269851093292240
5000,SATzilla (OOD),1.3135036373138400
5000,UReg (OOD),1.3454288387298600
5000,CFact (OOD),0.7894096488952640
5000,ISAC (OOD),0.1619842510223390
5000,ARGOSMART (OOD),0.446244047164917
5000,MetaOD (OOD),10.577799072265600
5000,Synthetic,71.45940382194520
5000,CQ,339.74744772148100
5000,UEC,351.4529313087460
5000,MC,333.34392177009600
5000,TSADAMS,933.7422722263340
5000,OE,332.4417020816800
5000,HITS,332.4542972583770
5000,AutoOD-A,342.6401807804110
5000,AutoOD-C,335.0129377384190
5000,UADB,342.68297882270800
5000,IOE,332.5061895389560
5000,SELECT,348.35737724494900
5000,GB,1.265
80000,MSAD (ID),42.6076460647583
80000,SATzilla (ID),42.61046989440920
80000,UReg (ID),45.099337400436400
80000,CFact (ID),13.747711856842000
80000,ISAC (ID),43.8086102771759
80000,ARGOSMART (ID),42.85503943443300
80000,MetaOD (ID),147.951676656723
80000,MSAD (OOD),42.84079249382020
80000,SATzilla (OOD),11.418008897781400
80000,UReg (OOD),11.432412717819200
80000,CFact (OOD),116.50841407203700
80000,ISAC (OOD),11.346618032455400
80000,ARGOSMART (OOD),11.748105619430500
80000,MetaOD (OOD),147.89510827255200
80000,Synthetic,238.07512255477900
80000,CQ,7110.689135370250
80000,UEC,7054.244536855700
80000,MC,6946.753456037520
80000,TSADAMS,7528.243611495970
80000,OE,6927.951876367570
80000,HITS,6929.9068102493300
80000,AutoOD-A,8245.537559951780
80000,AutoOD-C,7216.009986604690
80000,UADB,6964.394978012080
80000,IOE,6929.30753942871
80000,SELECT,7155.128981555940
80000,GB,10.998
5000,MSAD (ID),0.0670622119903564
5000,SATzilla (ID),0.7432895374298090
5000,UReg (ID),0.8300765228271480
5000,CFact (ID),0.876910991668701
5000,ISAC (ID),0.5074146480560300
5000,ARGOSMART (ID),12.305192663192700
5000,MetaOD (ID),10.588531005859400
5000,MSAD (OOD),0.38037382507324200
5000,SATzilla (OOD),0.7432401847839360
5000,UReg (OOD),0.7871335220336910
5000,CFact (OOD),3.5487514686584500
5000,ISAC (OOD),0.16304807472229
5000,ARGOSMART (OOD),0.4857891063690190
5000,MetaOD (OOD),10.625698078155500
5000,Synthetic,121.14085738182100
5000,CQ,343.9710295352940
5000,UEC,354.8729722766880
5000,MC,336.92591878509500
5000,TSADAMS,936.9150468482970
5000,OE,336.01554448700000
5000,HITS,336.02899391746500
5000,AutoOD-A,346.6426394710540
5000,AutoOD-C,338.7172280082700
5000,UADB,348.2738445529940
5000,IOE,336.08181173896800
5000,SELECT,353.7732833156590
5000,GB,0.695
100000,MSAD (ID),66.19628094673160
100000,SATzilla (ID),66.24046896934510
100000,UReg (ID),70.46888471794130
100000,CFact (ID),17.663518392562900
100000,ISAC (ID),68.03217290878300
100000,ARGOSMART (ID),66.50085805892940
100000,MetaOD (ID),184.1066631374360
100000,MSAD (OOD),66.53271578788760
100000,SATzilla (OOD),14.293144968032800
100000,UReg (OOD),14.325646665573100
100000,CFact (OOD),170.0469987449650
100000,ISAC (OOD),12.989239814758300
100000,ARGOSMART (OOD),14.566706922531100
100000,MetaOD (OOD),184.39169803237900
100000,Synthetic,398.7080322055820
100000,CQ,8683.664164417270
100000,UEC,8626.637308874130
100000,MC,8479.90375110817
100000,TSADAMS,9229.607577018740
100000,OE,8455.543764146810
100000,HITS,8455.958063634870
100000,AutoOD-A,10941.19103625680
100000,AutoOD-C,9084.270394834520
100000,UADB,8519.442863258360
100000,IOE,8457.260808977130
100000,SELECT,8560.211853775030
100000,GB,13.803
1421,MSAD (ID),1.4183117923736600
1421,SATzilla (ID),1.4085399684906000
1421,UReg (ID),1.4956159172058100
1421,CFact (ID),1.5117766437530500
1421,ISAC (ID),1.4419371662139900
1421,ARGOSMART (ID),0.5521187000274660
1421,MetaOD (ID),3.9428490200042700
1421,MSAD (OOD),0.1423464775085450
1421,SATzilla (OOD),1.430309253692630
1421,UReg (OOD),1.4509896812439000
1421,CFact (OOD),0.6826386547088620
1421,ISAC (OOD),0.0909074783325195
1421,ARGOSMART (OOD),0.5934151821136470
1421,MetaOD (OOD),4.009743312835690
1421,Synthetic,38.784177680969200
1421,CQ,126.17744865417500
1421,UEC,128.10159411430400
1421,MC,125.03289585304300
1421,TSADAMS,724.9559316921230
1421,OE,124.78281683349600
1421,HITS,124.78692883873000
1421,AutoOD-A,125.3938731613160
1421,AutoOD-C,125.79821605110200
1421,UADB,155.12077636146500
1421,IOE,124.80697221183800
1421,SELECT,126.81120962524400
1421,GB,1.381
1421,MSAD (ID),2.9679556674957300
1421,SATzilla (ID),0.178792287826538
1421,UReg (ID),0.3117770042419430
1421,CFact (ID),0.1641134357452390
1421,ISAC (ID),2.9951158351898200
1421,ARGOSMART (ID),62.60310915374760
1421,MetaOD (ID),3.8828579235076900
1421,MSAD (OOD),0.041501760482788
1421,SATzilla (OOD),2.9661434478759800
1421,UReg (OOD),2.9979828186035200
1421,CFact (OOD),0.30059948921203600
1421,ISAC (OOD),2.9987409896850600
1421,ARGOSMART (OOD),0.8023182563781740
1421,MetaOD (OOD),0.4813051204681400
1421,Synthetic,27.45996607208250
1421,CQ,188.72998261833200
1421,UEC,190.5562129058840
1421,MC,126.81504593277000
1421,TSADAMS,788.7541086711880
1421,OE,126.35846611976600
1421,HITS,126.36266300201400
1421,AutoOD-A,126.97052833557100
1421,AutoOD-C,127.30271789550800
1421,UADB,145.98382040977500
1421,IOE,126.41878149032600
1421,SELECT,127.74506875991800
1421,GB,0.035
1421,MSAD (ID),0.0355877876281738
1421,SATzilla (ID),3.653442527771000
1421,UReg (ID),3.021235794067380
1421,CFact (ID),3.0499096813201900
1421,ISAC (ID),0.0608856678009033
1421,ARGOSMART (ID),0.2371714115142820
1421,MetaOD (ID),3.8774224777221700
1421,MSAD (OOD),2.9609867038726800
1421,SATzilla (OOD),2.9516311588287400
1421,UReg (OOD),2.9848159255981400
1421,CFact (OOD),0.172708137512207
1421,ISAC (OOD),3.689953472137450
1421,ARGOSMART (OOD),0.28964496421814000
1421,MetaOD (OOD),3.9366101284027100
1421,Synthetic,27.568941457748400
1421,CQ,128.06199692344700
1421,UEC,126.63021813011200
1421,MC,125.16505871391300
1421,TSADAMS,724.9948000984190
1421,OE,124.91930685615500
1421,HITS,124.92325363731400
1421,AutoOD-A,125.91091738319400
1421,AutoOD-C,125.87618885612500
1421,UADB,149.64304838752700
1421,IOE,124.9770060596470
1421,SELECT,127.76196513748200
1421,GB,0.033
